"SN_APD_QA","QA_RESPONSE_CD","QA_RESPONSE_TXT"
"-168177","Y","V3.1"
"-171962","Y",""
"-171963","Y",""
"-171964","Y",""
"-171965","N/A",""
"-171966","Y","GMG290350"
"-171967","N/A",""
"-171968","N",""
"-171969","Y","SureTec Version 3.1"
"-172922","Y","GMG290202"
"-172923","N/A",""
"-172924","N",""
"-172925","Y","SureTec - Version 3.1"
"-172958","Y",""
"-172959","Y",""
"-172960","Y",""
"-172961","N/A",""
"-172962","Y","GMG290375"
"-172963","N/A",""
"-172964","N",""
"-172965","Y","Cobalt will use SureTech Version 3.1 for digital BOP testing as of 05/27/15. "
"-172993","N/A",""
"-173114","Y",""
"-173115","N","The subject rig is not outfitted for zero
discharge. Shell will not discharge SBM except
as authorized and monitored under the US EPA
General Permit GMG290000"
"-173116","Y",""
"-173117","N/A",""
"-173118","Y","GMG 290103"
"-173119","N/A",""
"-173120","N",""
"-173121","Y","SureTec v3.1"
"-173194","Y",""
"-173195","N","Shell will not discharge SBM except as authorized and monitored under the US EPA
General Permit GMG290000"
"-173196","N/A",""
"-173197","N/A",""
"-173198","Y","GMG 290103"
"-173199","N/A",""
"-173200","N",""
"-173201","Y","SureTec v3.1"
"-173202","Y",""
"-173203","Y","SBM will be transported to shore for disposal"
"-173204","Y",""
"-173205","N/A",""
"-173206","Y","GMG 290103"
"-173207","N/A",""
"-173208","N",""
"-173209","Y","SureTec v 3.1 or newer"
"-173226","Y",""
"-173227","Y",""
"-173228","N/A",""
"-173229","N/A",""
"-173230","Y","GMG290269"
"-173231","Y",""
"-173232","N",""
"-173233","N",""
"-173254","Y",""
"-173255","Y","Synthetic based mud will be used; if ROC does  not pass, the rig will go on zero discharge"
"-173256","Y",""
"-173257","N/A",""
"-173258","Y","GMG 290006"
"-173259","N/A","Subsea well"
"-173260","N",""
"-173261","Y","SureTec 3.1"
"-173274","Y",""
"-173275","Y","the rig is outfitted for zero discharge should it become necessary due to NPDES compliance"
"-173276","N/A",""
"-173277","N/A",""
"-177650","Y",""
"-177651","Y",""
"-177652","N/A",""
"-177653","N/A",""
"-171986","Y","Sufficient Barite to weight up active system 0.5ppg."
"-171987","Y",""
"-171988","Y",""
"-171989","N",""
"-171990","Y","GMG290184"
"-171991","N/A",""
"-171992","N",""
"-171993","N",""
"-172022","Y",""
"-172023","Y","Yes, the rig is outfitted for zero discharge operations.  Per the NPDES permit on file any SBM cuttings with fluid retention above 6.9% will be captured in cuttings boxes via the zero discharge system for disposal onshore and all applicable procedures regarding cutting discharge will be followed."
"-172024","Y",""
"-172025","N/A",""
"-172026","Y","GMG290534"
"-172027","N/A",""
"-172028","N",""
"-172029","Y","Suretec Version 2.4"
"-172177","N",""
"-172170","Y",""
"-172171","Y",""
"-172172","N/A",""
"-172173","N/A",""
"-172174","Y","NPDES Permit No. GMG290132, Outfall No. 0136"
"-172175","Y",""
"-172176","N",""
"-172182","Y",""
"-172183","N/A",""
"-172184","N/A",""
"-172185","N/A",""
"-172186","Y","GMG290269"
"-172187","Y",""
"-172188","N",""
"-167470","Y","Hess will maintain quantities of mud and mud material (including weight materials and additives) sufficient to raise the entire active system mud weight 1/2 ppg or more.	"
"-167471","Y",""
"-167472","N/A",""
"-167473","N/A",""
"-167474","Y","GMG290003"
"-167475","N/A",""
"-167476","N",""
"-167477","Y","SURETECH 3.1 OR GREATER"
"-167519","Y",""
"-167520","N/A",""
"-167521","N/A",""
"-167522","Y","GMG290089"
"-167523","N/A"," "
"-167524","N",""
"-167525","Y","Suretec Version 3.1"
"-172136","N",""
"-167506","Y",""
"-167507","Y",""
"-167508","Y",""
"-167509","N/A",""
"-167510","Y",""
"-167511","N/A",""
"-167512","N",""
"-167513","Y","SureTec Version 3.1"
"-167518","Y",""
"-172137","N/A",""
"-172290","Y",""
"-172291","Y","Yes, the rig is outfitted for zero discharge operations. Per the NPDES permit on file any SBM cutting with fluid retention above 6.9% will be discharged overboard per 40 CFR 435."
"-172292","Y",""
"-172293","N/A",""
"-172294","Y","GMG290573"
"-172295","N/A",""
"-172296","N",""
"-172297","Y","SureTec Version 2.4"
"-172722","Y",""
"-172723","N","Shell will not discharge SBM except as authorized and monitored under the US EPA
General Permit GMG290000"
"-166854","Y",""
"-166855","Y","SBM will be transported to shore for disposal"
"-166856","Y",""
"-166857","N/A",""
"-166858","Y","GMG 290103"
"-166859","N/A",""
"-166860","N",""
"-166861","Y","Suretec v3.1"
"-166898","Y","A minimum of 20,000 bbls. of 16.3 ppg mud made and ready for pump and dump."
"-166899","N/A",""
"-166900","Y",""
"-166901","N/A",""
"-166902","Y","GMG 290006"
"-166903","N/A","Subsea Well"
"-166904","N",""
"-166905","Y","SureTec Version 3.1"
"-166918","Y","Sufficient Barite to weight up active system 0.5ppg"
"-166919","Y",""
"-166920","Y",""
"-166921","N/A",""
"-166922","Y","GMG290184"
"-166923","N/A",""
"-166924","N",""
"-166925","N",""
"-173182","Y",""
"-173183","Y",""
"-173184","N/A",""
"-173185","N/A",""
"-173186","Y","NPDES Permit No. GMG290132, Outfall No. 0136"
"-173187","Y",""
"-173188","N",""
"-173189","N",""
"-173278","Y","GMG290110"
"-173279","N","Shut in adjacent wells when skid"
"-173280","N",""
"-173281","Y","Anatomize "
"-173282","Y",""
"-173283","Y",""
"-173284","Y",""
"-173285","N/A",""
"-173286","Y",""
"-173287","N/A",""
"-173288","N",""
"-173289","Y","SureTec Version 3.1"
"-173310","Y",""
"-173311","N/A",""
"-173312","Y",""
"-173313","N","Conductor will not be run for this particular well. However; because the well will not be shut-in on a diverter (drilled in the open water), conductor casing is not applicable."
"-173314","Y","GMG 290534"
"-173315","N/A",""
"-173316","N",""
"-173317","N/A","Riserless section only."
"-173326","Y",""
"-173327","N/A","Synthetic based much will be used; if ROC does not pass, the rig will go to zero discharge"
"-173328","Y",""
"-173329","N/A",""
"-173330","Y","GMG 290006"
"-173331","N/A","Subsea Well"
"-173332","N",""
"-173333","Y","SureTec 3.1"
"-173334","Y",""
"-173335","Y","Synthetic based mud will be used;  zero dischage procedures will only be used if ROC does not pass."
"-173336","Y",""
"-173337","N/A",""
"-173338","Y","GMG 290006"
"-173339","N/A","subsea well"
"-173340","N",""
"-173341","Y","SureTec 3.1"
"-180079","N","The subject rig is not outfitted for zero discharge. Shell will not discharge SBM except as authorized and monitored under the US EPA General Permit GMG290000"
"-180080","Y",""
"-180081","N/A",""
"-180082","Y","GMG 290103"
"-180083","N/A","subsea well"
"-180084","N",""
"-180085","Y","SureTec v3.1"
"-181438","Y",""
"-181439","Y",""
"-181440","Y",""
"-181441","N/A",""
"-181442","Y","GMG290188"
"-181443","N/A",""
"-181444","N",""
"-181445","Y","Suretec v3.1"
"-181458","Y",""
"-181459","N","The rig is outfitted for discharge, but it will not be used. The rigs solids control equipment is efficient enough to maintain rock percentage below the required limit in- 40 CFR part 435 subpart B."
"-181460","Y",""
"-181461","N/A",""
"-181462","Y","EPA NPDES Permit No. 290096"
"-181463","N/A",""
"-181464","N",""
"-181465","Y","Greenlight, see attached."
"-181482","Y",""
"-181483","Y","Shell will not discharge SBMs except as

authorized and monitored under the US EPA 

General Permit GMG290000."
"-181484","N/A",""
"-181485","N/A",""
"-181486","Y","GMG 290103"
"-181487","N/A","DWOP"
"-181488","N",""
"-181489","Y","SureTec v 3.1 or newer"
"-182071","Y",""
"-182072","N/A",""
"-182073","N/A",""
"-181088","N/A",""
"-181089","N/A",""
"-181090","Y","GMG 290110 "
"-181091","N/A",""
"-181092","N",""
"-181093","Y","Anatomize"
"-181110","Y",""
"-181111","N","The subject rig is not outfitted for zero discharge. Shell will not discharge SBM except as authorized and monitored under the US EPA General Permit GMG290000"
"-181112","Y",""
"-181113","N/A",""
"-181114","Y","GMG 290103"
"-181115","N/A","subsea well"
"-181116","N",""
"-181117","Y","SureTec v3.1"
"-181138","Y",""
"-181139","Y",""
"-181140","Y",""
"-181141","N/A",""
"-181142","Y","GMG290093, Permitted Feature ID: 0004"
"-181143","N/A",""
"-181144","N",""
"-181145","Y","IPT SureTech V3.1"
"-181399","N/A","Open Water"
"-181400","N",""
"-181401","Y","IPT Suretec Version 3.1.2.8"
"-182074","Y","GMG 290103"
"-182075","N","Please see attached waiver"
"-182076","N",""
"-182077","Y","Sure tec v. 3.1 or newer"
"-181394","Y",""
"-181395","Y",""
"-181396","Y",""
"-181397","N/A",""
"-181398","Y","GMG 290180"
"-178314","Y",""
"-178315","Y",""
"-178316","Y",""
"-178317","N/A",""
"-178378","Y",""
"-178379","Y","Ssynthetic based mud will be used; zero discharge procedures will only be used if ROC does not pass."
"-178380","Y",""
"-178381","Y","There is a negligible potential for shallow water and gas flows.  We will be +200' N of  the GC 770 #1 ST01 surface location and +200' NNW of GC 726 #1 ST01 surface location and neither well ran conductor casing."
"-178382","Y","GMG290006"
"-178383","N/A","Subsea Well"
"-178384","N",""
"-178385","Y","SureTec 3.1"
"-178318","Y","GMG290350"
"-178319","N/A",""
"-178320","N",""
"-178321","Y","SureTec Version 3.1"
"-178386","Y",""
"-178387","Y",""
"-178388","N/A",""
"-178389","N/A",""
"-178390","Y","GMG290269"
"-178391","N/A","K001 is the first well on the platform."
"-178392","N",""
"-178393","N",""
"-178430","Y",""
"-178431","Y",""
"-178432","Y",""
"-178433","N/A",""
"-178434","Y","GMG290061"
"-178435","N/A",""
"-178436","N",""
"-178437","Y","SureTec Version 3.1"
"-178470","Y",""
"-178471","Y",""
"-178472","Y",""
"-178473","N/A",""
"-182107","Y",""
"-182108","N/A",""
"-182109","N/A",""
"-182110","Y","GMG290375"
"-182111","N/A",""
"-182112","N",""
"-182113","Y","SureTech version 3.1"
"-182133","Y","SureTec v3.1"
"-182078","Y",""
"-182079","Y","Synthetic based mud will be used; zero discharge procedures will only be used if ROC does not pass"
"-182080","Y",""
"-182081","Y","There is a negligible potential for shallow water and gas flows. We will be +200' N of the GC 770 #1 ST01 surface location and +200' NNW of GC 726 #1 ST01 surface location."
"-182082","Y","GMG 290006"
"-182083","N/A","Subsea well"
"-182084","N",""
"-182085","Y","SureTec 3.1"
"-182106","Y",""
"-182198","Y",""
"-182199","Y",""
"-182200","Y",""
"-182201","N/A",""
"-182202","Y","GMG290132"
"-182203","N/A",""
"-182204","N",""
"-182205","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-182218","Y",""
"-182219","Y",""
"-182220","Y",""
"-182221","N/A",""
"-182222","Y","GMG290093, Permitted Feature ID: 0004"
"-182442","Y",""
"-182443","Y",""
"-182444","Y",""
"-182445","N/A",""
"-182446","Y","GMG290093, Permitted Feature ID: 0004"
"-182447","N/A",""
"-182448","N",""
"-182449","Y","IPT SureTech V3.1"
"-182462","Y",""
"-182463","N","Although the West Auriga operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
"-182464","N/A","Well batch set in 2004"
"-182465","N/A",""
"-182466","Y","GMG 290110"
"-182467","N/A",""
"-182468","N",""
"-182469","Y","Anatomize"
"-182470","Y",""
"-182471","Y",""
"-182472","Y",""
"-182473","N/A",""
"-182474","Y","GMG 290103"
"-182475","N/A",""
"-182476","N",""
"-182477","N/A","Digital Testing will not be utilized"
"-182995","Y",""
"-182996","Y",""
"-182997","N/A",""
"-182998","Y","NPDES Permit GMG 290132"
"-182999","N/A",""
"-183000","N",""
"-183001","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-183258","Y",""
"-182498","Y",""
"-182499","Y","Synthetic based mud will be used; zero discharge procedures will only be used if ROC does not pass"
"-182500","Y",""
"-182501","Y","There is a negligible potential for shallow water and gas flows. We will be +200' N of the GC 770 #1 ST01 surface location and +200' NNW of GC 726 #1 ST01 surface location."
"-182502","Y","GMG 290006"
"-182503","N/A","Subsea well"
"-182504","N",""
"-182505","Y","SureTec 3.1"
"-182562","Y",""
"-182563","Y",""
"-182564","Y",""
"-182565","N/A",""
"-182566","Y","GMG290003"
"-182567","N/A",""
"-182568","N",""
"-182569","Y","SureTech v. 3.1"
"-182609","Y","SureTec v 3.1 or newer"
"-182610","Y",""
"-182611","N","The rig is outfitted for discharge, but it will not be used. The rigs solids control equipment is efficient enough to maintain rock percentage below the required limit in- 40 CFR part 435 subpart B."
"-182612","Y",""
"-182613","N/A",""
"-182614","Y","EPA NPDES Permit No. 290096"
"-182615","N/A",""
"-182616","N",""
"-182617","Y","Greenlight, see attached."
"-182642","Y","Sufficient Barite to weight up active system 0.5ppg."
"-182643","Y",""
"-182644","Y",""
"-182645","N/A",""
"-182646","Y","GMG290184"
"-182647","N/A",""
"-182648","N/A",""
"-182649","Y","SureTec Version 3.1"
"-182650","Y","A minimum of 3,200 sacks of Barite
and 150 sacks of Bentonite or organophilic clay"
"-182651","Y","Mud and cuttings will be disposed in accordance with the NPDES Permit for Region 6 (GMG290000) valid from Oct 1, 2012 - Sept 30, 2017"
"-182652","Y",""
"-182653","N/A",""
"-178474","Y","NPDES Permit GMG 290132"
"-178475","N/A",""
"-178476","N",""
"-178477","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-178478","Y",""
"-178479","Y","This rig is equipped for zero discharge should it become necessary due to NPDES compliance limitations."
"-178480","N/A",""
"-178481","N/A",""
"-178482","Y","GMG 290110"
"-178483","N/A",""
"-178484","N",""
"-178485","Y","Anatomizer"
"-178490","Y",""
"-178491","Y",""
"-178492","N/A",""
"-178493","N/A",""
"-178494","Y","GMG 290110 "
"-178495","N/A",""
"-178496","N",""
"-178497","Y","Anatomize"
"-178538","Y",""
"-178539","Y","The ENSCO DS-3 is set up for zero discharge. However, we will follow 2012 NPDES General Permit - see explanation of discharge of cuttings within general permit.    		"
"-178540","Y",""
"-178541","N/A",""
"-178542","Y","GMG 290110"
"-178543","N/A",""
"-178544","N",""
"-178545","Y","Anatomize Version 3.30"
"-178602","Y",""
"-178603","Y",""
"-178604","Y",""
"-178605","N/A",""
"-178606","Y","NPDES Permit GMG 290132"
"-178607","N/A",""
"-178608","N",""
"-178609","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-182578","Y",""
"-182579","Y",""
"-182580","Y",""
"-182581","N/A",""
"-182582","Y","GMG290093, Permitted Feature ID: 0004"
"-182583","N/A",""
"-182584","N",""
"-182585","Y","IPT SureTech V3.1"
"-182654","Y","NPDES Permit GMG 290132"
"-182655","N/A",""
"-182656","N",""
"-182657","Y","IPT Suretec Digital BOP Test Method Version 3.1"
"-187375","N/A","Open Water"
"-187376","N",""
"-187377","Y","IPT Suretec Version 3.1"
"-187398","Y",""
"-187399","N","Synthetic based mud will be used. If ROC doesn't pass, the rig can go to zero discharge."
"-187400","Y",""
"-187401","N/A",""
"-187402","Y","GMG 290006"
"-187403","N/A","Subsea Well"
"-187404","N",""
"-187405","Y","OTC Greenlight 1.1"
"-187550","Y",""
"-187551","Y",""
"-187552","N/A",""
"-187553","N/A",""
"-187554","Y","GMG290129"
"-187555","Y",""
"-187556","N",""
"-187557","Y","OTC Green Light Version No. 1.1 or higher."
"-187437","N/A",""
"-187438","Y","GMG 290103"
"-187439","N","See attached waiver"
"-187440","N",""
"-187441","N",""
"-187442","Y",""
"-187443","Y","Synthetic based mud will be used; zero discharge procedures will only be used if ROC does not pass."
"-187444","Y",""
"-187445","N/A",""
"-187446","Y","GMG 290006"
"-187447","N/A","subsea well"
"-187448","N",""
"-187449","Y","OTC Greenlight Version 1.1"
"-188195","N/A",""
"-188196","N/A",""
"-188197","N/A",""
"-188218","Y","GMG290269"
"-188219","Y",""
"-188220","N",""
"-188221","Y","OTC Greenlight, Version 1.1, or IPT SureTec 3.1 or greater"
"-188222","Y",""
"-187530","Y","GMG 290180"
"-187531","N/A","Open Water"
"-187532","N",""
"-187533","Y","IPT Suretec Version 3.1"
